host_total_listings_count;accommodates;bedrooms;beds;price;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month
1;2;1;1;1000;4;1125;7;5.0;5.0;5.0;5.0;5.0;5.0;4.57;0.17
1;2;1;1;686;6;1125;39;4.85;4.95;4.82;4.9;4.97;4.97;4.72;0.98
1;4;1;2;491;4;1125;0;;;;;;;;
1;2;1;1;500;2;1125;7;5.0;4.86;4.86;5.0;5.0;5.0;4.71;0.18
1;2;1;1;564;2;14;9;4.56;4.67;5.0;4.89;4.89;5.0;4.56;0.23
1;2;1;1;240;2;1125;20;4.79;4.79;4.74;4.74;4.79;4.74;4.58;0.52
1;2;1;2;887;4;20;22;4.91;4.95;4.73;4.86;4.91;4.95;4.82;0.54
1;2;1;1;750;2;1125;14;4.86;4.93;4.64;4.86;5.0;4.93;4.71;0.36
1;2;1;1;700;14;1125;8;5.0;5.0;4.88;5.0;5.0;4.75;4.88;0.21
1;3;1;1;730;3;1125;44;4.93;5.0;4.84;5.0;5.0;4.98;4.86;1.09
1;4;1;2;1150;2;1125;16;4.88;5.0;4.75;5.0;4.88;5.0;4.88;0.44
1;4;1;1;571;2;1125;23;4.83;4.83;4.39;4.96;4.96;4.87;4.74;0.57
1;2;1;2;1000;4;14;9;5.0;4.86;4.29;5.0;5.0;4.86;4.57;0.22
1;2;1;1;600;1;1125;13;5.0;5.0;5.0;4.92;5.0;4.92;4.92;0.35
1;3;1;1;999;2;1125;15;5.0;4.86;4.86;4.86;4.86;5.0;4.79;0.38
1;2;1;1;573;2;60;30;4.9;4.9;4.87;4.97;4.93;4.87;4.77;0.75
1;2;1;1;500;3;1125;4;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.1
1;2;1;2;2107;4;30;16;4.94;4.88;4.88;4.81;4.81;5.0;4.81;0.45
1;2;1;1;800;2;7;24;4.96;5.0;4.96;5.0;5.0;5.0;4.96;0.64
1;2;1;1;775;3;40;13;4.85;4.85;5.0;4.92;5.0;5.0;4.54;0.33
1;3;1;1;626;3;50;17;4.88;4.88;4.94;4.88;5.0;4.88;4.88;0.45
1;2;1;1;990;4;1125;38;4.92;4.95;4.87;4.89;4.97;4.89;4.87;0.98
1;3;1;2;1500;1;7;4;0.0;;;;;;;0.11
1;2;1;1;750;2;8;76;4.63;4.77;4.19;4.93;4.95;4.84;4.57;1.93
1;3;1;1;800;2;1125;34;4.82;4.85;4.71;4.91;4.94;4.76;4.74;0.87
1;3;1;2;900;2;1125;11;4.73;4.73;4.36;4.73;4.91;4.73;4.45;0.28
1;2;1;1;764;2;14;3;4.33;4.67;4.0;4.67;5.0;4.67;4.33;0.08
1;5;1;4;1253;2;30;35;4.86;4.97;4.91;4.94;5.0;4.94;4.71;0.89
1;2;1;1;1150;3;12;10;4.8;4.9;4.7;5.0;5.0;4.8;4.7;0.26
1;4;1;1;1100;4;1125;7;4.86;5.0;4.86;5.0;5.0;5.0;5.0;0.18
1;4;1;4;700;3;14;27;4.93;4.96;4.89;4.96;4.96;4.89;4.85;0.7
1;2;1;1;520;1;1125;15;4.93;4.67;4.8;5.0;5.0;5.0;4.8;0.38
1;3;1;2;1200;7;1125;15;4.79;4.79;4.64;4.93;4.79;4.79;4.57;0.38
1;3;1;1;500;3;1125;16;4.47;4.4;4.33;4.73;4.73;4.8;4.53;0.43
1;2;1;1;1000;6;60;1;5.0;5.0;5.0;4.0;4.0;5.0;5.0;0.03
1;2;1;1;599;4;1125;38;4.92;4.87;4.79;4.92;4.95;4.68;4.68;1.0
1;4;1;1;1000;4;35;14;5.0;4.93;4.64;5.0;5.0;4.93;4.86;0.36
1;2;1;2;1100;4;30;13;5.0;4.85;4.92;4.77;4.92;5.0;4.62;0.34
1;4;1;1;1000;3;31;7;4.71;5.0;4.43;5.0;5.0;4.71;4.86;0.19
1;2;1;1;850;2;1125;23;4.96;4.96;4.96;4.87;5.0;4.87;4.74;0.59
1;2;1;2;1000;4;1125;16;5.0;4.93;5.0;5.0;5.0;5.0;4.67;0.4
1;2;1;1;490;2;1125;19;4.94;5.0;4.72;5.0;5.0;4.94;4.83;0.49
1;3;1;1;900;14;20;19;4.68;4.58;3.95;4.84;4.95;4.68;4.47;0.5
1;2;1;1;800;4;20;3;5.0;5.0;4.33;5.0;5.0;5.0;4.67;0.09
1;4;1;2;815;10;1125;0;;;;;;;;
1;2;1;1;650;5;21;17;4.88;4.94;4.81;4.88;5.0;4.94;4.94;0.5
1;2;1;1;799;3;1125;5;4.8;4.8;4.4;5.0;5.0;4.8;4.8;0.13
1;3;1;1;1250;3;22;31;5.0;5.0;4.94;4.94;4.97;5.0;4.97;0.79
1;4;1;2;979;5;1125;14;4.79;4.93;4.79;5.0;5.0;5.0;4.86;0.39
1;4;1;1;500;3;1125;19;4.83;4.72;4.89;5.0;4.94;4.67;4.83;0.5
1;4;1;2;550;4;20;2;4.5;5.0;4.0;5.0;5.0;5.0;5.0;0.06
1;2;1;1;1019;1;1125;14;4.86;4.93;4.86;4.93;5.0;5.0;4.71;0.36
1;2;1;1;800;2;1125;10;4.7;4.9;4.7;5.0;5.0;5.0;4.9;0.27
1;3;1;2;1100;1;28;12;4.92;5.0;4.83;4.92;5.0;5.0;4.58;0.32
1;3;1;1;800;2;1125;11;5.0;4.82;4.91;5.0;5.0;4.91;4.82;0.29
1;2;1;2;400;3;1125;4;5.0;5.0;5.0;5.0;5.0;4.33;5.0;0.1
1;4;1;1;1125;2;1125;3;5.0;5.0;5.0;4.5;5.0;4.5;4.5;0.08
1;4;1;4;1100;4;1125;12;5.0;5.0;4.67;5.0;5.0;4.92;4.92;0.32
1;2;1;1;607;2;1125;8;5.0;5.0;5.0;5.0;4.88;4.88;5.0;0.21
1;2;1;1;700;2;1125;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.06
1;2;1;3;1000;2;1125;16;4.94;4.94;4.75;4.94;4.94;5.0;4.88;0.42
1;3;1;1;1490;2;1125;8;5.0;5.0;5.0;4.75;5.0;5.0;4.63;0.21
1;2;1;1;400;8;23;17;4.88;5.0;4.94;4.94;4.94;4.94;4.88;0.44
1;2;1;1;550;2;28;13;4.92;4.85;4.77;5.0;5.0;4.85;4.85;0.36
1;3;1;1;698;3;1125;18;4.44;4.88;4.38;4.94;4.88;4.94;4.44;0.47
1;3;1;1;900;9;1125;7;5.0;5.0;4.57;5.0;4.86;4.86;4.71;0.18
1;3;1;3;1050;4;8;2;5.0;4.5;5.0;4.5;5.0;5.0;4.5;0.06
1;2;1;1;641;2;3;14;4.93;4.93;4.79;5.0;5.0;4.93;4.86;0.37
1;4;1;1;500;5;10;4;5.0;4.75;4.75;4.0;5.0;4.0;4.75;0.1
1;2;1;1;550;3;7;16;4.88;4.63;4.75;4.94;4.94;4.81;4.56;0.42
1;5;1;4;700;2;15;6;5.0;5.0;4.0;5.0;5.0;5.0;5.0;0.16
1;2;1;1;850;3;1125;11;5.0;5.0;4.82;5.0;5.0;4.82;4.73;0.29
1;2;1;2;611;2;1125;11;4.91;5.0;4.82;5.0;5.0;5.0;4.91;0.31
1;2;1;2;829;1;10;22;4.9;5.0;4.48;4.95;5.0;4.9;4.9;0.57
1;2;1;2;400;4;14;16;4.63;4.75;4.13;5.0;4.94;4.88;4.69;0.42
1;2;1;1;591;4;20;3;3.5;3.5;2.5;5.0;4.5;3.5;3.0;0.08
1;3;1;2;650;3;1125;8;4.63;4.63;3.88;4.63;5.0;5.0;4.63;0.21
1;4;1;2;399;2;1125;48;4.77;4.9;4.5;4.81;4.88;4.67;4.65;1.26
1;4;1;1;800;2;6;0;;;;;;;;
1;3;1;1;1275;2;10;21;4.95;5.0;4.95;4.9;4.95;5.0;4.81;0.56
1;3;1;1;495;3;1125;3;4.67;5.0;4.67;5.0;5.0;5.0;4.67;0.08
1;4;1;2;700;3;14;5;4.6;4.4;4.0;4.8;5.0;4.8;4.6;0.13
1;1;1;3;450;7;7;4;4.0;4.5;4.5;4.5;3.25;4.0;4.0;0.11
1;2;1;1;1000;1;1125;13;4.92;4.85;5.0;4.85;4.77;4.92;4.77;0.35
1;2;1;1;500;5;1125;3;5.0;5.0;4.33;5.0;5.0;5.0;5.0;0.08
1;2;1;1;821;2;30;16;4.75;5.0;4.63;4.94;4.94;5.0;4.81;0.43
1;3;1;1;650;5;1125;20;4.74;4.84;4.53;4.95;5.0;4.84;4.74;0.53
1;3;1;1;1000;3;1125;3;4.67;5.0;4.67;5.0;5.0;4.67;4.67;0.08
1;2;1;1;1950;5;90;3;5.0;4.67;5.0;4.67;5.0;5.0;4.67;0.08
1;2;1;1;650;4;1125;9;4.89;5.0;5.0;5.0;5.0;4.78;4.56;0.25
1;4;1;4;1500;2;1125;29;4.89;4.82;4.71;4.89;4.82;4.89;4.64;0.77
1;2;1;1;1000;4;1125;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.06
1;2;1;1;790;20;40;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.19
1;4;1;1;1543;2;1125;3;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.09
1;2;1;1;580;75;105;5;5.0;4.8;4.6;4.8;5.0;5.0;4.2;0.17
1;4;1;1;880;2;1125;3;5.0;5.0;5.0;4.33;5.0;5.0;4.67;0.08
1;2;1;1;1086;4;1125;22;4.91;5.0;4.86;4.82;5.0;4.95;4.73;0.58
1;2;1;1;950;4;14;23;4.91;4.96;4.96;4.78;4.96;4.87;4.87;0.61
1;2;1;1;800;3;30;18;4.94;4.83;4.89;5.0;5.0;4.89;4.78;0.48
1;2;1;2;1000;3;1125;13;4.85;5.0;4.62;4.85;5.0;4.92;4.77;0.35
1;3;1;2;600;2;1125;4;5.0;4.75;4.75;4.75;5.0;4.75;5.0;0.11
1;4;1;2;1693;7;15;3;4.67;5.0;4.67;5.0;4.67;5.0;5.0;0.25
1;3;1;1;950;3;6;7;5.0;5.0;4.86;5.0;5.0;4.86;4.86;0.2
1;2;1;1;1000;29;1125;2;5.0;5.0;5.0;5.0;5.0;5.0;4.0;0.06
1;2;1;1;750;6;1125;16;5.0;5.0;4.93;4.93;4.87;4.93;4.8;0.43
1;4;1;1;700;2;1125;15;4.93;5.0;4.53;5.0;5.0;4.93;4.6;1.46
1;3;1;1;850;2;1125;20;4.8;4.95;4.8;4.8;5.0;5.0;4.65;0.53
1;4;1;2;1900;3;1125;26;4.77;4.73;4.77;4.62;4.92;5.0;4.5;0.69
1;2;1;1;859;5;29;5;4.8;4.6;5.0;5.0;5.0;4.8;4.6;0.13
1;2;1;1;1143;2;1125;12;4.92;5.0;4.42;5.0;5.0;5.0;4.67;0.34
1;2;1;1;661;4;30;2;4.5;4.5;3.5;5.0;5.0;5.0;4.5;1.13
1;2;1;1;1057;1;30;12;4.73;4.55;4.36;5.0;5.0;5.0;4.55;0.33
1;2;1;1;1500;2;1125;7;5.0;4.86;4.86;4.71;5.0;4.86;4.71;0.19
1;2;1;2;400;6;8;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.03
1;2;1;1;1130;4;14;32;4.97;4.97;4.97;5.0;5.0;4.91;4.88;0.86
1;3;1;1;1100;4;1125;6;5.0;5.0;4.83;5.0;4.83;4.67;5.0;0.17
1;2;1;1;1799;2;14;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.1
1;5;1;2;1200;2;1125;5;5.0;5.0;4.8;5.0;5.0;5.0;4.8;0.14
1;2;1;1;1000;2;1125;15;5.0;5.0;5.0;4.93;5.0;4.93;4.87;0.41
1;2;1;1;550;3;100;10;4.8;4.7;4.5;4.9;4.8;4.7;4.6;0.29
1;2;1;2;1877;2;7;9;4.56;4.56;3.78;5.0;5.0;4.89;4.0;0.26
1;2;1;2;864;3;10;9;4.78;4.78;4.67;4.89;4.67;5.0;4.67;0.26
1;2;1;1;700;4;21;11;4.91;5.0;4.91;5.0;5.0;4.73;4.73;0.3
1;2;1;2;1159;2;18;7;5.0;5.0;4.71;5.0;5.0;5.0;4.71;0.78
1;2;1;1;1250;3;21;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.06
1;3;1;1;800;1;19;6;5.0;5.0;4.83;4.5;5.0;5.0;5.0;0.16
1;2;1;1;1000;2;1125;14;5.0;4.93;5.0;4.93;5.0;4.93;4.86;0.37
1;2;1;1;1500;2;1125;1;0.0;;;;;;;0.03
1;2;1;1;790;2;1125;18;4.72;4.83;4.44;5.0;5.0;4.83;4.67;0.49
1;2;1;2;799;2;7;26;4.73;4.92;4.27;4.96;5.0;4.73;4.69;0.7
1;3;1;1;1200;1;1125;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.03
1;2;1;1;575;2;1125;31;4.97;5.0;4.58;4.97;5.0;4.65;4.81;0.84
1;2;1;2;950;3;1125;16;5.0;4.94;4.94;4.88;5.0;5.0;4.81;0.43
1;3;1;1;650;2;7;12;4.92;4.92;4.92;5.0;5.0;4.92;4.92;0.33
1;4;1;1;1500;4;1125;11;5.0;5.0;5.0;4.91;5.0;4.91;4.73;0.3
1;3;1;2;980;1;1125;35;4.89;4.94;4.97;5.0;4.97;4.89;4.86;0.98
1;3;1;1;1000;21;100;12;4.92;4.92;4.83;4.92;5.0;5.0;5.0;0.34
1;3;1;2;1014;3;1125;14;4.86;4.57;4.71;4.64;4.93;4.71;4.79;0.38
1;2;1;1;750;3;21;10;4.8;4.8;4.7;5.0;5.0;4.9;4.8;0.27
1;4;1;2;600;2;31;2;4.0;5.0;4.0;5.0;5.0;5.0;5.0;0.06
1;2;1;1;800;3;7;18;5.0;5.0;5.0;5.0;5.0;4.83;4.83;0.49
1;4;1;1;450;2;7;6;4.5;4.67;3.83;4.5;4.83;4.67;4.83;0.16
1;3;1;1;550;3;1125;4;4.5;4.75;4.75;4.75;5.0;5.0;4.75;0.11
1;4;1;2;1200;14;60;7;4.86;4.71;4.86;4.57;4.86;4.71;4.71;0.19
1;2;1;1;700;1;1125;1;4.0;4.0;4.0;5.0;5.0;4.0;4.0;0.03
1;4;1;2;900;14;20;12;5.0;4.83;4.92;4.92;4.83;4.92;4.83;0.34
1;3;1;1;1080;3;1125;37;4.72;4.86;4.89;4.94;4.89;4.75;4.67;1.01
1;2;1;1;300;30;1125;4;4.75;5.0;5.0;5.0;5.0;5.0;5.0;0.12
1;3;1;1;700;3;20;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.06
1;2;1;1;700;7;1125;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.03
1;3;1;1;1500;2;1125;2;5.0;4.5;5.0;5.0;5.0;5.0;5.0;0.06
1;2;1;1;650;1;28;9;5.0;5.0;4.78;4.89;5.0;4.78;4.89;0.25
1;1;1;1;780;1;1125;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.03
1;4;1;1;1250;2;31;7;4.86;5.0;5.0;5.0;5.0;4.86;5.0;0.19
1;3;1;1;700;5;21;9;4.56;4.67;4.22;4.89;5.0;4.56;4.33;0.25
1;4;1;4;2000;3;7;0;;;;;;;;
1;2;1;1;650;4;1125;8;5.0;5.0;5.0;4.88;4.88;5.0;4.88;0.24
1;2;1;1;1250;2;30;18;4.88;4.88;4.88;4.94;4.88;5.0;4.71;0.5
1;2;1;2;700;4;1125;10;4.9;5.0;4.9;4.9;4.9;4.9;4.6;0.28
1;4;1;4;850;1;1125;9;4.4;4.8;4.2;4.4;4.6;4.6;4.2;0.25
1;4;1;1;600;5;21;3;4.67;4.67;4.67;4.67;4.67;4.0;4.33;0.09
1;4;1;1;1000;2;21;11;4.91;4.82;4.64;4.91;5.0;4.91;5.0;0.33
1;3;1;1;900;2;1125;10;4.8;4.8;4.7;5.0;5.0;5.0;5.0;0.28
1;4;1;1;1195;6;21;9;4.89;4.78;4.78;4.89;5.0;5.0;4.89;0.25
1;2;1;1;1400;2;21;14;5.0;5.0;5.0;4.93;5.0;5.0;4.93;0.4
1;2;1;1;850;21;85;3;5.0;5.0;4.67;5.0;5.0;5.0;5.0;0.09
1;4;1;2;600;2;30;11;5.0;5.0;4.91;5.0;5.0;4.91;4.91;0.3
1;2;1;1;950;3;15;6;5.0;5.0;5.0;5.0;5.0;4.5;4.67;0.16
1;2;1;1;1065;2;1125;9;4.78;5.0;4.67;5.0;5.0;4.89;4.89;1.32
1;2;1;1;995;5;14;14;5.0;4.92;5.0;5.0;5.0;5.0;4.85;0.39
1;3;1;1;700;5;1125;11;4.8;5.0;4.9;5.0;4.9;5.0;5.0;0.3
1;4;1;4;1200;1;1125;9;5.0;4.89;4.56;5.0;5.0;4.78;4.89;0.25
1;2;1;1;950;2;1125;7;5.0;5.0;4.71;5.0;5.0;4.71;4.71;0.19
1;2;1;1;900;2;7;7;5.0;5.0;4.86;5.0;5.0;5.0;4.86;0.19
1;1;1;1;600;4;31;12;5.0;5.0;5.0;4.92;5.0;4.92;4.83;0.33
1;2;1;;848;1;1125;19;4.68;4.79;4.42;4.84;5.0;4.68;4.53;0.52
1;3;1;1;650;3;1125;3;5.0;4.67;5.0;5.0;5.0;5.0;5.0;0.09
1;3;1;1;420;7;7;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.03
1;3;1;2;1700;3;35;10;5.0;5.0;5.0;5.0;5.0;5.0;4.78;0.28
1;4;1;1;2200;2;30;5;5.0;5.0;4.6;5.0;5.0;5.0;4.8;0.15
1;4;1;2;650;4;30;10;4.7;5.0;4.8;5.0;5.0;5.0;4.7;0.29
1;3;1;1;714;1;12;5;4.6;4.8;4.8;5.0;5.0;4.8;4.8;0.14
1;3;1;1;1100;2;14;15;4.57;4.93;4.43;4.86;5.0;4.71;4.43;0.41
1;3;1;1;800;4;1125;21;5.0;5.0;4.9;4.9;5.0;4.8;4.95;0.61
1;2;1;2;650;2;1125;8;5.0;5.0;5.0;5.0;5.0;5.0;4.88;0.22
1;2;1;1;700;5;1125;18;5.0;4.94;5.0;4.94;5.0;4.83;4.78;0.52
1;1;1;1;500;5;70;8;4.75;5.0;4.75;4.88;5.0;4.75;4.88;0.23
1;3;1;1;600;4;1125;8;4.88;5.0;4.75;5.0;5.0;4.13;4.75;0.23
1;2;1;1;800;20;1125;4;5.0;5.0;5.0;5.0;5.0;4.5;4.75;0.11
1;2;1;1;830;4;30;28;4.93;5.0;4.93;5.0;5.0;4.82;4.75;0.8
1;2;1;1;900;1;1125;0;;;;;;;;
1;2;1;1;2300;2;100;29;4.93;4.96;4.89;4.86;4.86;4.79;4.79;0.8
1;2;1;1;1000;3;1125;11;5.0;5.0;4.91;5.0;5.0;5.0;5.0;0.32
1;2;1;1;1207;5;1125;2;5.0;5.0;5.0;5.0;5.0;5.0;4.0;0.06
1;2;1;1;858;5;1125;35;4.94;4.91;4.94;4.83;4.97;4.91;4.8;1.01
1;2;1;1;451;1;21;9;4.88;5.0;5.0;5.0;5.0;4.88;4.75;0.25
1;3;1;1;800;4;1125;13;4.92;4.92;4.69;4.92;5.0;4.77;4.69;0.37
1;4;1;4;1500;1;1125;1;0.0;;;;;;;0.03
1;2;1;1;700;3;10;10;4.6;4.7;4.0;4.8;4.7;4.3;4.4;0.3
1;2;1;2;540;6;31;10;5.0;5.0;4.9;4.9;4.9;4.8;4.8;0.29
1;2;1;1;700;3;14;17;4.67;4.8;4.8;4.93;5.0;4.73;4.73;0.47
1;2;1;2;429;6;1125;9;4.86;5.0;4.29;4.71;5.0;4.71;4.43;0.25
1;2;1;1;700;1;1125;22;4.86;4.86;4.91;5.0;4.95;4.95;4.73;0.65
1;2;1;1;500;4;7;14;5.0;5.0;4.92;4.83;5.0;5.0;4.83;0.39
1;2;1;2;1200;1;1125;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.06
1;2;1;1;800;5;49;8;5.0;5.0;4.63;5.0;5.0;5.0;5.0;0.22
1;2;1;1;599;2;1125;11;4.91;5.0;5.0;4.82;5.0;4.91;4.91;0.32
1;2;1;1;500;180;1125;4;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.11
1;2;1;1;750;1;1125;25;4.21;4.5;3.96;4.88;4.88;4.83;4.38;0.7
1;2;1;2;800;3;14;5;5.0;4.8;4.8;5.0;5.0;4.2;4.2;2.83
1;4;1;2;900;10;31;10;5.0;5.0;5.0;5.0;5.0;5.0;4.88;0.28
1;2;1;1;550;3;20;10;4.89;4.89;4.89;5.0;5.0;4.89;4.67;0.28
1;2;1;1;900;14;1125;2;5.0;5.0;5.0;4.5;5.0;5.0;5.0;0.06
1;2;1;1;800;1;1125;14;4.64;4.86;4.07;4.93;5.0;5.0;4.71;0.4
1;3;1;1;1000;6;28;5;4.6;4.8;4.6;4.8;5.0;5.0;4.6;0.14
1;2;1;1;750;3;14;0;;;;;;;;
1;2;1;1;846;4;18;16;4.94;4.88;4.75;4.94;5.0;4.94;4.56;0.47
1;5;1;2;525;2;21;10;5.0;4.8;5.0;5.0;5.0;4.7;4.8;0.3
1;6;1;1;1200;2;14;2;4.5;5.0;5.0;5.0;5.0;5.0;5.0;0.06
1;2;1;1;995;4;7;5;4.8;5.0;5.0;5.0;5.0;5.0;4.6;0.14
1;3;1;1;710;2;1125;12;4.75;5.0;4.67;4.92;4.92;4.92;4.67;0.34
1;2;1;1;400;2;1125;20;4.89;4.89;4.74;4.84;4.95;4.84;4.89;0.56
1;2;1;1;400;4;1125;9;4.89;4.89;4.78;5.0;5.0;5.0;4.89;0.26
1;3;1;2;417;3;7;2;5.0;4.5;4.5;4.5;4.5;4.5;5.0;0.06
1;2;1;2;730;1;30;60;4.85;4.97;4.9;4.98;4.95;4.78;4.87;1.7
1;2;1;1;571;6;30;3;5.0;5.0;4.67;5.0;5.0;5.0;5.0;0.09
1;3;1;1;650;5;1125;15;4.93;4.93;4.73;5.0;5.0;4.93;4.8;0.42
1;3;1;1;800;2;24;6;4.67;4.67;4.67;4.67;5.0;5.0;4.67;0.18
1;2;1;1;733;5;20;18;4.94;4.89;4.94;4.94;4.89;4.89;4.72;0.52
1;3;1;1;850;5;1125;5;5.0;5.0;5.0;5.0;5.0;4.8;5.0;0.15
1;2;1;1;950;10;13;8;5.0;5.0;5.0;5.0;4.88;5.0;5.0;0.23
1;2;1;1;766;2;7;5;4.8;5.0;4.8;5.0;5.0;4.8;5.0;0.14
1;2;1;1;800;4;1125;6;4.83;4.83;4.83;4.17;4.83;4.67;4.83;0.17
1;4;1;2;750;4;70;13;5.0;4.92;5.0;4.85;5.0;5.0;4.85;0.37
1;2;1;1;900;7;1125;8;4.88;5.0;4.88;5.0;5.0;5.0;4.88;0.23
1;4;1;4;520;2;31;0;;;;;;;;
1;5;1;1;1499;4;1125;12;5.0;5.0;5.0;5.0;5.0;4.83;4.92;0.35
1;4;1;2;850;3;1125;4;5.0;5.0;4.5;5.0;5.0;5.0;5.0;0.11
1;3;1;1;800;3;1125;9;4.78;4.89;4.89;4.67;5.0;4.78;4.67;0.26
1;4;1;2;1000;1;90;19;4.84;4.79;4.79;4.58;4.79;4.89;4.63;0.55
1;2;1;1;470;2;20;6;5.0;4.83;5.0;4.67;5.0;5.0;4.67;0.17
1;2;1;1;650;2;15;2;5.0;5.0;5.0;5.0;5.0;5.0;4.5;0.06
1;2;1;1;1200;2;14;11;5.0;5.0;4.82;5.0;5.0;5.0;5.0;0.32
1;2;1;1;811;7;1125;8;5.0;4.86;5.0;5.0;5.0;4.71;4.86;0.23
1;2;1;1;1400;3;1125;19;4.89;4.95;4.95;4.95;5.0;4.89;4.68;0.54
1;2;1;2;950;3;1125;2;5.0;5.0;5.0;5.0;5.0;5.0;4.5;0.06
1;3;1;1;800;3;1125;3;4.67;4.67;4.0;5.0;5.0;5.0;4.67;0.09
1;2;1;2;500;4;1125;3;4.67;4.67;3.67;4.67;5.0;5.0;5.0;0.09
1;4;1;1;800;5;1125;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.06
1;4;1;3;1500;1;1125;27;4.92;4.85;4.88;4.88;5.0;4.81;4.77;0.76
1;4;1;1;580;4;100;25;4.84;4.88;4.88;4.72;4.8;4.84;4.72;0.72
1;2;1;1;780;4;10;6;5.0;5.0;4.83;4.83;5.0;5.0;5.0;0.17
1;3;1;2;1185;2;7;33;4.66;4.72;4.25;4.88;4.97;4.91;4.53;0.93
1;2;1;1;1500;2;1125;29;4.76;4.97;4.24;4.9;5.0;4.97;4.69;0.83
1;2;1;1;380;6;60;9;4.89;4.78;4.44;5.0;5.0;4.78;4.89;0.26
1;2;1;1;1000;1;30;26;4.76;4.72;4.8;4.68;4.72;4.68;4.52;0.74
1;2;1;1;1228;4;1125;3;5.0;5.0;5.0;5.0;5.0;5.0;4.67;0.09
1;1;1;1;498;8;90;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.06
1;4;1;2;625;2;1125;85;4.59;4.78;4.42;4.86;4.87;4.8;4.68;2.43
1;2;1;1;1000;4;68;17;4.88;4.94;4.88;5.0;5.0;5.0;4.76;0.51
1;3;1;1;1300;6;20;5;5.0;5.0;4.8;5.0;5.0;5.0;4.8;2.03
1;4;1;1;713;1;1125;44;4.74;4.9;4.55;4.95;5.0;4.74;4.86;1.25
1;4;1;4;700;2;1125;18;4.94;4.89;4.94;4.94;5.0;4.44;4.72;0.52
1;2;1;1;875;7;1125;30;4.83;4.93;4.41;4.79;5.0;4.97;4.79;0.87
1;3;1;1;800;2;7;18;4.56;4.81;4.56;4.69;4.88;4.88;4.56;0.51
1;3;1;1;700;4;1125;5;4.8;4.8;4.8;5.0;5.0;4.8;4.6;0.15
1;4;1;2;1650;2;1125;5;5.0;5.0;5.0;5.0;5.0;5.0;4.8;0.15
1;2;1;1;1100;2;30;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.06
1;4;1;2;1821;3;30;17;4.59;4.94;4.47;4.94;5.0;4.94;4.71;0.49
1;2;1;1;700;3;14;17;4.88;5.0;4.76;5.0;5.0;4.88;4.76;0.49
1;2;1;1;1300;4;10;0;;;;;;;;
1;2;1;1;1100;14;49;3;5.0;5.0;5.0;5.0;5.0;5.0;4.5;0.1
1;2;1;1;1600;1;1125;1;4.0;5.0;4.0;5.0;5.0;5.0;4.0;0.03
1;2;1;1;750;1;1125;1;5.0;5.0;5.0;5.0;4.0;5.0;5.0;0.03
1;2;1;1;775;4;1125;17;4.94;4.94;4.59;4.94;5.0;5.0;4.88;0.54
1;2;1;1;995;3;9;3;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.09
1;2;1;1;970;2;21;4;4.67;4.67;3.67;5.0;5.0;5.0;4.67;0.11
1;3;1;1;780;3;1125;31;4.77;4.84;4.55;4.97;4.94;4.9;4.71;0.89
1;2;1;1;2680;2;1125;30;4.86;4.93;4.69;4.9;4.9;4.93;4.83;0.86
1;3;1;1;650;3;7;3;5.0;5.0;5.0;5.0;5.0;4.33;5.0;0.54
1;2;1;1;1329;3;1125;7;5.0;5.0;5.0;5.0;5.0;5.0;4.71;0.21
1;2;1;2;1000;1;30;0;;;;;;;;
1;3;1;2;1143;1;90;33;4.72;4.78;4.59;4.63;4.47;4.94;4.72;0.97
1;3;1;2;700;7;14;1;5.0;5.0;3.0;5.0;5.0;5.0;5.0;0.03
1;3;1;2;905;3;31;4;5.0;5.0;5.0;5.0;4.75;5.0;4.5;0.76
1;3;1;2;900;5;1125;5;5.0;4.8;5.0;5.0;5.0;5.0;4.8;0.15
1;4;1;2;600;4;1125;3;5.0;4.67;5.0;5.0;5.0;5.0;5.0;0.09
1;2;1;4;1050;3;31;7;3.33;3.67;3.0;4.33;4.0;4.0;3.0;0.23
1;2;1;1;930;4;1125;22;5.0;5.0;4.95;4.95;5.0;4.86;4.91;0.63
